Avg Weekday Trip OD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Avg Weekday,Avg Weekday,Avg Weekday,Avg Weekday,Avg Weekday,Avg Weekday,Avg Weekday,Avg Weekday,Avg Weekday,Avg Weekday,Avg Weekday,Avg Weekday,Avg Weekday,Avg Weekday,Avg Weekday,Avg Weekday,Avg Weekday,Avg Weekday,Avg Weekday,Avg Weekday,Avg Weekday,Avg Weekday,Avg Weekday,Avg Weekday,Avg Weekday,Avg Weekday,Avg Weekday,Avg Weekday,Avg Weekday,Avg Weekday,Avg Weekday,Avg Weekday,Avg Weekday,Avg Weekday,Avg Weekday,Avg Weekday,Avg Weekday,Avg Weekday,Avg Weekday,Avg Weekday,Avg Weekday,Avg Weekday,Avg Weekday,Avg Weekday,Avg Weekday,Avg Weekday,Avg Weekday,Avg Weekday,Avg Weekday,Avg Weekday,Avg Weekday
Exit Station Two-Letter Code,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,PC,AN,ML,BE,
GP,28.3181818181818,37.1818181818182,16.4090909090909,17.4090909090909,70.9545454545455,18.4545454545455,37.7727272727273,70.9545454545455,68.8636363636364,29.5,38.7727272727273,22.5909090909091,20.5,20.6363636363636,12.2272727272727,5.5,6.40909090909091,7.95454545454545,20.8636363636364,19.6363636363636,19.1818181818182,7.04545454545455,9.54545454545454,32.6818181818182,44.0,476.090909090909,513.590909090909,472.045454545455,331.818181818182,207.681818181818,178.090909090909,12.9545454545455,49.5454545454545,61.9090909090909,37.6363636363636,6.09090909090909,23.1818181818182,4.13636363636364,23.1818181818182,26.4090909090909,41.2272727272727,86.3181818181818,53.5909090909091,8.86363636363636,5.04545454545455,3.81818181818182,3.54545454545455,31.4545454545455,5.27272727272727,5.90909090909091,3352.77272727273
BP,41.8181818181818,47.2272727272727,19.5454545454545,17.6818181818182,61.4545454545455,21.1363636363636,43.5909090909091,51.7272727272727,68.9090909090909,39.3636363636364,56.4545454545455,25.2272727272727,46.1363636363636,29.0909090909091,13.3181818181818,9.72727272727273,12.0,5.09090909090909,27.5909090909091,18.0454545454545,21.6818181818182,12.7727272727273,9.68181818181818,24.5454545454545,58.5909090909091,463.227272727273,512.818181818182,947.363636363636,517.636363636364,311.409090909091,275.090909090909,49.6818181818182,16.4090909090909,74.8181818181818,60.8181818181818,12.5909090909091,23.9090909090909,11.0454545454545,28.9090909090909,46.1818181818182,64.3636363636364,65.6818181818182,67.1363636363636,8.27272727272727,3.36363636363636,4.5,9.59090909090909,24.7272727272727,4.54545454545455,9.45454545454546,4395.95454545455
DC,97.6818181818182,123.0,30.9090909090909,19.2272727272727,69.0,24.6363636363636,48.0909090909091,68.5454545454545,93.0454545454545,50.7727272727273,139.636363636364,77.8636363636364,93.7727272727273,52.4090909090909,33.0,23.9090909090909,27.5,30.3181818181818,54.6818181818182,39.4090909090909,40.3181818181818,14.2272727272727,14.2727272727273,25.8636363636364,56.0,602.772727272727,701.590909090909,670.181818181818,520.136363636364,322.318181818182,293.409090909091,63.0454545454545,86.6818181818182,23.0,39.0454545454545,23.8181818181818,58.4545454545455,18.7272727272727,58.0909090909091,82.7272727272727,115.727272727273,163.181818181818,177.181818181818,20.7727272727273,6.59090909090909,11.9545454545455,14.1363636363636,66.0909090909091,21.9545454545455,24.4090909090909,5534.09090909091
CM,12.4090909090909,11.1818181818182,4.31818181818182,2.90909090909091,19.5909090909091,5.0,6.95454545454545,17.9090909090909,30.9090909090909,4.90909090909091,3.31818181818182,4.0,5.0,3.09090909090909,4.0,2.36363636363636,2.77272727272727,0.954545454545455,8.81818181818182,7.31818181818182,8.63636363636364,2.18181818181818,2.13636363636364,3.63636363636364,8.59090909090909,227.636363636364,234.409090909091,224.454545454545,195.772727272727,103.590909090909,86.6818181818182,38.3636363636364,60.7727272727273,31.3636363636364,8.90909090909091,2.22727272727273,3.68181818181818,0.818181818181818,10.1818181818182,16.1363636363636,25.5,58.1363636363636,51.0,0.590909090909091,0.863636363636364,0.454545454545455,3.0,9.72727272727273,0.818181818181818,1.13636363636364,1579.13636363636
CV,2.86363636363636,5.0,3.31818181818182,2.54545454545455,22.0909090909091,2.45454545454545,10.1818181818182,19.6818181818182,21.6818181818182,58.2727272727273,39.0,26.0454545454545,35.3181818181818,29.5454545454545,14.0,13.0454545454545,13.6818181818182,13.9090909090909,5.90909090909091,1.68181818181818,1.77272727272727,1.0,1.13636363636364,1.68181818181818,9.95454545454546,231.636363636364,183.318181818182,117.727272727273,124.0,28.1363636363636,19.0454545454545,6.0,14.0,23.1363636363636,1.77272727272727,7.0,73.9545454545455,0.5,1.40909090909091,2.54545454545455,2.18181818181818,11.8181818181818,1.95454545454545,49.2272727272727,5.0,5.59090909090909,0.181818181818182,1.81818181818182,5.86363636363636,10.5909090909091,1284.18181818182
ED,9.0,14.2727272727273,6.40909090909091,6.18181818181818,57.0909090909091,11.5,29.3181818181818,53.1818181818182,80.5909090909091,99.8636363636364,99.2272727272727,68.1818181818182,101.409090909091,72.7272727272727,51.6818181818182,25.6363636363636,37.2272727272727,35.5,6.40909090909091,3.72727272727273,3.90909090909091,0.272727272727273,0.545454545454545,3.22727272727273,18.5454545454545,708.045454545455,478.090909090909,261.454545454545,243.772727272727,66.9090909090909,40.7272727272727,24.4090909090909,25.4090909090909,61.9090909090909,3.77272727272727,70.1363636363636,24.8181818181818,1.27272727272727,3.63636363636364,3.72727272727273,3.77272727272727,84.0,7.86363636363636,21.8181818181818,34.9545454545455,19.0909090909091,0.818181818181818,4.86363636363636,27.5454545454545,38.2272727272727,3156.68181818182
NC,2.45454545454545,2.68181818181818,2.54545454545455,0.863636363636364,10.6363636363636,2.0,18.7727272727273,22.4545454545455,36.2272727272727,5.31818181818182,4.09090909090909,3.40909090909091,3.81818181818182,3.18181818181818,2.40909090909091,0.590909090909091,1.45454545454545,1.40909090909091,22.0454545454545,12.8636363636364,17.0454545454545,7.27272727272727,0.863636363636364,7.54545454545455,2.68181818181818,83.4545454545455,74.1818181818182,58.0,74.3636363636364,21.1818181818182,16.5909090909091,5.54545454545455,10.8181818181818,18.5909090909091,0.590909090909091,0.454545454545455,1.40909090909091,3.09090909090909,18.9090909090909,5.31818181818182,2.68181818181818,23.0,1.72727272727273,0.318181818181818,5.54545454545455,0.954545454545455,16.4090909090909,22.5,0.454545454545455,1.63636363636364,662.363636363636
WP,11.7272727272727,7.59090909090909,3.63636363636364,5.13636363636364,41.4090909090909,6.90909090909091,82.6818181818182,52.3181818181818,87.3636363636364,13.1818181818182,12.5454545454545,14.6363636363636,10.4545454545455,5.0,14.0,4.04545454545455,4.86363636363636,5.86363636363636,145.863636363636,55.6818181818182,87.6363636363636,17.9545454545455,11.5454545454545,36.1363636363636,9.22727272727273,268.0,216.636363636364,308.045454545455,242.863636363636,86.7727272727273,78.6363636363636,31.1818181818182,32.5,60.1818181818182,9.72727272727273,2.22727272727273,4.04545454545455,17.4090909090909,16.4090909090909,9.27272727272727,12.3181818181818,73.2272727272727,8.22727272727273,1.63636363636364,12.5454545454545,4.86363636363636,7.90909090909091,20.3181818181818,2.68181818181818,7.95454545454545,2283.0
SS,11.5454545454545,13.2727272727273,3.95454545454545,1.68181818181818,20.4545454545455,4.68181818181818,9.27272727272727,21.5909090909091,33.5909090909091,4.95454545454545,10.5,4.54545454545455,4.90909090909091,7.45454545454545,5.22727272727273,3.63636363636364,2.18181818181818,0.636363636363636,10.6363636363636,8.13636363636364,11.6363636363636,2.72727272727273,2.04545454545455,4.22727272727273,8.72727272727273,187.636363636364,209.409090909091,187.545454545455,197.727272727273,77.0,69.5454545454545,25.0909090909091,57.3181818181818,81.0454545454545,15.6818181818182,2.27272727272727,4.90909090909091,5.09090909090909,10.0454545454545,8.36363636363636,19.0454545454545,38.2727272727273,25.6363636363636,2.0,0.954545454545455,1.18181818181818,0.409090909090909,15.4090909090909,0.545454545454545,0.681818181818182,1455.04545454545
SB,17.1363636363636,19.8181818181818,8.18181818181818,4.27272727272727,22.0909090909091,4.45454545454545,12.2727272727273,27.3181818181818,28.6818181818182,5.54545454545455,15.8181818181818,7.68181818181818,8.0,10.3636363636364,5.81818181818182,2.27272727272727,0.727272727272727,4.22727272727273,13.0909090909091,9.68181818181818,9.54545454545454,4.68181818181818,3.90909090909091,7.36363636363636,17.1818181818182,180.0,198.227272727273,161.0,162.681818181818,92.1363636363636,89.3636363636364,42.4545454545455,68.5909090909091,111.136363636364,26.3181818181818,2.90909090909091,3.5,3.68181818181818,10.6818181818182,21.7272727272727,10.5909090909091,70.7272727272727,18.0,1.86363636363636,1.45454545454545,0.727272727272727,2.0,14.2272727272727,1.77272727272727,1.04545454545455,1566.95454545455
SO,52.0,74.0,47.4090909090909,67.8636363636364,134.909090909091,46.8181818181818,78.6363636363636,66.7727272727273,80.3636363636364,21.4090909090909,32.8636363636364,16.5909090909091,18.7272727272727,12.9545454545455,6.72727272727273,4.18181818181818,8.36363636363636,14.6363636363636,75.3636363636364,99.8636363636364,113.590909090909,74.3181818181818,53.9090909090909,97.1363636363636,93.0454545454545,241.909090909091,207.818181818182,626.363636363636,270.136363636364,156.545454545455,94.0,71.5909090909091,59.7727272727273,139.181818181818,55.9090909090909,9.54545454545454,67.6818181818182,22.5,64.8181818181818,37.7272727272727,59.9090909090909,83.3181818181818,318.772727272727,20.8181818181818,7.27272727272727,7.36363636363636,7.18181818181818,58.1818181818182,6.22727272727273,4.13636363636364,4091.13636363636
MB,15.7272727272727,28.0454545454545,13.2272727272727,12.0,64.8181818181818,13.1363636363636,21.0,29.3181818181818,37.5,6.5,11.2272727272727,9.04545454545454,5.31818181818182,4.95454545454545,4.59090909090909,2.40909090909091,2.5,1.72727272727273,13.3636363636364,7.22727272727273,8.36363636363636,2.95454545454545,3.90909090909091,4.5,14.2272727272727,178.5,196.909090909091,138.0,136.454545454545,70.7272727272727,65.7727272727273,45.9090909090909,72.4545454545455,165.0,43.3181818181818,2.13636363636364,8.27272727272727,1.63636363636364,6.27272727272727,21.7272727272727,14.2727272727273,321.727272727273,31.5454545454545,2.5,1.86363636363636,1.0,2.31818181818182,9.22727272727273,0.363636363636364,0.272727272727273,1875.77272727273
WD,3.81818181818182,6.45454545454545,3.81818181818182,1.90909090909091,19.0909090909091,4.40909090909091,15.9090909090909,24.4090909090909,26.9090909090909,56.5909090909091,37.0454545454545,23.7272727272727,45.1363636363636,39.6818181818182,22.7272727272727,17.9545454545455,14.8181818181818,14.5909090909091,4.45454545454545,1.45454545454545,1.0,0.409090909090909,0.227272727272727,1.63636363636364,6.09090909090909,300.954545454545,200.636363636364,88.0909090909091,96.1363636363636,33.4545454545455,15.5454545454545,11.9545454545455,10.3181818181818,23.0,0.454545454545455,51.9090909090909,21.3636363636364,0.681818181818182,2.22727272727273,2.45454545454545,2.31818181818182,26.3636363636364,3.0,7.86363636363636,15.1363636363636,6.54545454545455,1.04545454545455,0.954545454545455,12.7727272727273,18.2727272727273,1347.72727272727
OA,7.0,20.7727272727273,14.9545454545455,17.8636363636364,56.4090909090909,13.3636363636364,15.6363636363636,17.7272727272727,21.0,11.8636363636364,8.09090909090909,12.1363636363636,7.54545454545455,4.31818181818182,5.90909090909091,4.72727272727273,6.54545454545455,8.22727272727273,15.7727272727273,20.0,14.2727272727273,10.5454545454545,5.31818181818182,7.04545454545455,4.81818181818182,54.2727272727273,33.3181818181818,38.4090909090909,27.2272727272727,10.3181818181818,10.0909090909091,7.13636363636364,3.77272727272727,6.5,0.818181818181818,2.27272727272727,26.7272727272727,5.72727272727273,13.5,0.954545454545455,0.772727272727273,9.31818181818182,1.59090909090909,12.9090909090909,10.0909090909091,3.68181818181818,2.63636363636364,13.3181818181818,4.59090909090909,7.04545454545455,638.863636363636
WS,7.13636363636364,17.5,8.68181818181818,5.31818181818182,33.2272727272727,7.0,25.2272727272727,33.9090909090909,24.1818181818182,34.0909090909091,43.0,35.9090909090909,48.5,41.4090909090909,75.9090909090909,66.2272727272727,71.1818181818182,69.4090909090909,4.36363636363636,3.18181818181818,3.09090909090909,1.5,0.318181818181818,2.45454545454545,4.31818181818182,109.727272727273,77.0,42.9545454545455,48.6818181818182,19.8181818181818,11.5,3.59090909090909,6.13636363636364,12.0454545454545,0.5,5.90909090909091,15.8181818181818,0.909090909090909,5.27272727272727,1.09090909090909,0.727272727272727,8.04545454545454,1.04545454545455,6.45454545454545,3.45454545454545,9.5,2.90909090909091,6.09090909090909,79.7272727272727,83.2727272727273,1229.22727272727
PC,4.45454545454545,2.81818181818182,0.590909090909091,0.954545454545455,7.36363636363636,2.77272727272727,18.2272727272727,12.8181818181818,18.9090909090909,7.81818181818182,9.72727272727273,7.63636363636364,3.72727272727273,3.5,4.95454545454545,1.59090909090909,1.5,1.40909090909091,73.8636363636364,20.0454545454545,27.8636363636364,5.59090909090909,5.31818181818182,11.9545454545455,7.77272727272727,29.5,22.5,43.7272727272727,40.5454545454545,14.9545454545455,12.0454545454545,2.77272727272727,8.95454545454546,14.4090909090909,1.81818181818182,0.136363636363636,0.909090909090909,16.0454545454545,8.18181818181818,1.22727272727273,1.72727272727273,7.5,2.0,1.77272727272727,3.13636363636364,2.86363636363636,1.72727272727273,29.3181818181818,0.954545454545455,2.18181818181818,534.090909090909
AN,15.6363636363636,10.6363636363636,4.0,5.27272727272727,30.2272727272727,8.54545454545454,81.4545454545455,62.7727272727273,88.5909090909091,19.1363636363636,18.5909090909091,29.2272727272727,19.7727272727273,8.04545454545454,17.0909090909091,5.0,5.09090909090909,6.54545454545455,118.181818181818,44.2727272727273,70.4545454545455,12.5,9.90909090909091,28.4090909090909,13.9545454545455,225.090909090909,193.818181818182,183.636363636364,188.0,65.9545454545455,42.9545454545455,32.0,26.0,65.9545454545455,9.77272727272727,2.13636363636364,4.31818181818182,21.9090909090909,25.2727272727273,14.4090909090909,14.0454545454545,68.7272727272727,8.68181818181818,0.454545454545455,16.8636363636364,10.9545454545455,28.0,35.0,5.18181818181818,8.86363636363636,2031.31818181818
ML,7.40909090909091,14.4545454545455,8.59090909090909,8.90909090909091,75.8636363636364,10.7727272727273,21.0909090909091,38.0454545454545,36.4090909090909,30.2272727272727,37.8181818181818,41.6363636363636,40.4545454545455,24.4545454545455,68.3181818181818,39.5909090909091,71.8636363636364,91.3636363636364,8.22727272727273,6.04545454545455,5.31818181818182,1.18181818181818,2.13636363636364,4.27272727272727,7.04545454545455,140.454545454545,111.227272727273,63.6818181818182,55.0454545454545,19.8181818181818,10.8636363636364,5.18181818181818,6.13636363636364,23.3636363636364,0.636363636363636,5.27272727272727,25.4090909090909,0.5,3.27272727272727,0.545454545454545,0.863636363636364,7.45454545454545,0.227272727272727,12.0454545454545,3.86363636363636,83.4090909090909,0.409090909090909,5.22727272727273,18.6363636363636,32.7272727272727,1337.77272727273
BE,16.3636363636364,20.3636363636364,11.2727272727273,9.81818181818182,114.318181818182,16.9545454545455,27.4545454545455,51.1363636363636,47.7272727272727,41.5909090909091,55.7272727272727,50.2727272727273,65.9090909090909,60.7727272727273,90.1363636363636,63.0909090909091,90.4545454545455,132.409090909091,10.6818181818182,8.72727272727273,7.27272727272727,2.5,3.13636363636364,8.22727272727273,9.36363636363636,150.045454545455,113.454545454545,79.3636363636364,70.9090909090909,24.4090909090909,12.9090909090909,7.09090909090909,8.68181818181818,25.1363636363636,1.27272727272727,7.59090909090909,33.1363636363636,2.68181818181818,7.09090909090909,0.590909090909091,0.681818181818182,7.22727272727273,0.227272727272727,17.1363636363636,6.81818181818182,99.3181818181818,2.22727272727273,7.22727272727273,24.7727272727273,13.8636363636364,1739.54545454545
Grand Total,2695.90909090909,3849.90909090909,2169.81818181818,1895.22727272727,6001.63636363636,2119.31818181818,4039.81818181818,5013.18181818182,5380.27272727273,3075.09090909091,4366.77272727273,2620.45454545455,3551.63636363636,2735.81818181818,2494.63636363636,1576.27272727273,1983.45454545455,2201.04545454545,2848.5,2693.77272727273,2971.59090909091,1702.31818181818,1395.54545454545,2692.36363636364,3903.72727272727,16040.1818181818,13177.9090909091,12312.8181818182,10429.2727272727,5907.27272727273,6006.77272727273,3426.72727272727,4743.45454545455,5418.54545454545,1598.36363636364,1283.18181818182,3165.36363636364,696.863636363636,2163.72727272727,1450.18181818182,1534.36363636364,4588.18181818182,1960.95454545455,1310.45454545455,669.409090909091,1321.45454545455,561.136363636364,2039.27272727273,1350.59090909091,1699.13636363636,180833.681818182
